stateCode,sourceCode,sectorCode,year,msnCode,energyProduced
NY,NG,IC,1996,NGICB,221398
NY,NG,RC,1996,NGRCB,414148
NY,NG,TC,1996,NGTXB,903833
NY,NU,TC,1996,NUETB,369977
NY,PA,AC,1996,PAACB,915492
NY,PA,CC,1996,PACCB,181042
NY,PA,EI,1996,PAEIB,101447
NY,PA,IC,1996,PAICB,112583
NY,PA,RC,1996,PARCB,201596
NY,PA,TC,1996,PATCB,1512160
NY,RE,TC,1996,RETCB,441204
OH,CL,AC,1996,CLACB,0
OH,CL,CC,1996,CLCCB,13735
OH,CL,EI,1996,CLEIB,1289315
OH,CL,IC,1996,CLICB,142202
OH,CL,RC,1996,CLRCB,1873
OH,CL,TC,1996,CLTXB,157810
OH,NG,AC,1996,NGACB,21184
OH,NG,CC,1996,NGCCB,197194
OH,NG,EI,1996,NGEIB,2963
OH,NG,IC,1996,NGICB,358132
OH,NG,RC,1996,NGRCB,389086
OH,NG,TC,1996,NGTXB,965596
OH,NU,TC,1996,NUETB,146195
OH,PA,AC,1996,PAACB,862636
OH,PA,CC,1996,PACCB,15451
OH,PA,EI,1996,PAEIB,3399
OH,PA,IC,1996,PAICB,259872
OH,PA,RC,1996,PARCB,51929
OH,PA,TC,1996,PATCB,1193287
OH,RE,TC,1996,RETCB,85997
OK,CL,AC,1996,CLACB,0
OK,CL,CC,1996,CLCCB,23
OK,CL,EI,1996,CLEIB,356662
OK,CL,IC,1996,CLICB,16405
OK,CL,RC,1996,CLRCB,3
OK,CL,TC,1996,CLTXB,16431
OK,NG,AC,1996,NGACB,34612
OK,NG,CC,1996,NGCCB,47194
OK,NG,EI,1996,NGEIB,147548
OK,NG,IC,1996,NGICB,280244
OK,NG,RC,1996,NGRCB,78360
OK,NG,TC,1996,NGTXB,440410
OK,NU,TC,1996,NUETB,0
OK,PA,AC,1996,PAACB,346928
OK,PA,CC,1996,PACCB,3617
OK,PA,EI,1996,PAEIB,1326
OK,PA,IC,1996,PAICB,103563
OK,PA,RC,1996,PARCB,6452
OK,PA,TC,1996,PATCB,461885
OK,RE,TC,1996,RETCB,51673
OR,CL,AC,1996,CLACB,0
OR,CL,CC,1996,CLCCB,0
OR,CL,EI,1996,CLEIB,18335
OR,CL,IC,1996,CLICB,1926
OR,CL,RC,1996,CLRCB,0
OR,CL,TC,1996,CLTXB,1926
OR,NG,AC,1996,NGACB,8339
OR,NG,CC,1996,NGCCB,26712
OR,NG,EI,1996,NGEIB,26857
OR,NG,IC,1996,NGICB,91618
OR,NG,RC,1996,NGRCB,34684
OR,NG,TC,1996,NGTXB,161353
OR,NU,TC,1996,NUETB,0
OR,PA,AC,1996,PAACB,299558
OR,PA,CC,1996,PACCB,6894
OR,PA,EI,1996,PAEIB,60
OR,PA,IC,1996,PAICB,46402
OR,PA,RC,1996,PARCB,8647
OR,PA,TC,1996,PATCB,361561
OR,RE,TC,1996,RETCB,517451
PA,CL,AC,1996,CLACB,0
PA,CL,CC,1996,CLCCB,21628
PA,CL,EI,1996,CLEIB,1120748
PA,CL,IC,1996,CLICB,398394
PA,CL,RC,1996,CLRCB,2949
PA,CL,TC,1996,CLTXB,422971
PA,NG,AC,1996,NGACB,42175
PA,NG,CC,1996,NGCCB,159911
PA,NG,EI,1996,NGEIB,26449
PA,NG,IC,1996,NGICB,254568
PA,NG,RC,1996,NGRCB,288099
PA,NG,TC,1996,NGTXB,744752
PA,NU,TC,1996,NUETB,721262
PA,PA,AC,1996,PAACB,849641
PA,PA,CC,1996,PACCB,51783
PA,PA,EI,1996,PAEIB,48692
PA,PA,IC,1996,PAICB,207098
PA,PA,RC,1996,PARCB,145183
PA,PA,TC,1996,PATCB,1302398
PA,RE,TC,1996,RETCB,135591
RI,CL,AC,1996,CLACB,0
RI,CL,CC,1996,CLCCB,71
RI,CL,EI,1996,CLEIB,0
RI,CL,IC,1996,CLICB,0
RI,CL,RC,1996,CLRCB,10
RI,CL,TC,1996,CLTXB,81
RI,NG,AC,1996,NGACB,774
RI,NG,CC,1996,NGCCB,13525
RI,NG,EI,1996,NGEIB,63786
RI,NG,IC,1996,NGICB,28385
RI,NG,RC,1996,NGRCB,20718
RI,NG,TC,1996,NGTXB,63403
RI,NU,TC,1996,NUETB,0
RI,PA,AC,1996,PAACB,57836
RI,PA,CC,1996,PACCB,9493
RI,PA,EI,1996,PAEIB,798
RI,PA,IC,1996,PAICB,7134
RI,PA,RC,1996,PARCB,21490
RI,PA,TC,1996,PATCB,96751
RI,RE,TC,1996,RETCB,5562
SC,CL,AC,1996,CLACB,0
SC,CL,CC,1996,CLCCB,412
SC,CL,EI,1996,CLEIB,301978
SC,CL,IC,1996,CLICB,50133
SC,CL,RC,1996,CLRCB,56
SC,CL,TC,1996,CLTXB,50601
SC,NG,AC,1996,NGACB,3241
SC,NG,CC,1996,NGCCB,20940
SC,NG,EI,1996,NGEIB,1230
SC,NG,IC,1996,NGICB,98365
SC,NG,RC,1996,NGRCB,30291
SC,NG,TC,1996,NGTXB,152836
SC,NU,TC,1996,NUETB,457627
SC,PA,AC,1996,PAACB,322721
SC,PA,CC,1996,PACCB,9042
SC,PA,EI,1996,PAEIB,1799
SC,PA,IC,1996,PAICB,61702
SC,PA,RC,1996,PARCB,13242
SC,PA,TC,1996,PATCB,408506
SC,RE,TC,1996,RETCB,131794
SD,CL,AC,1996,CLACB,0
SD,CL,CC,1996,CLCCB,30
SD,CL,EI,1996,CLEIB,26625
SD,CL,IC,1996,CLICB,6879
SD,CL,RC,1996,CLRCB,4
SD,CL,TC,1996,CLTXB,6913
SD,NG,AC,1996,NGACB,2939
SD,NG,CC,1996,NGCCB,11760
SD,NG,EI,1996,NGEIB,737
SD,NG,IC,1996,NGICB,7713
SD,NG,RC,1996,NGRCB,14281
SD,NG,TC,1996,NGTXB,36693
SD,NU,TC,1996,NUETB,0
SD,PA,AC,1996,PAACB,76399
SD,PA,CC,1996,PACCB,2871
SD,PA,EI,1996,PAEIB,191
SD,PA,IC,1996,PAICB,26443
SD,PA,RC,1996,PARCB,10697
SD,PA,TC,1996,PATCB,116601
SD,RE,TC,1996,RETCB,87018
TN,CL,AC,1996,CLACB,0
TN,CL,CC,1996,CLCCB,2439
TN,CL,EI,1996,CLEIB,556169
TN,CL,IC,1996,CLICB,91820
TN,CL,RC,1996,CLRCB,333
TN,CL,TC,1996,CLTXB,94591
TN,NG,AC,1996,NGACB,25131
TN,NG,CC,1996,NGCCB,60371
TN,NG,EI,1996,NGEIB,581
TN,NG,IC,1996,NGICB,130620
TN,NG,RC,1996,NGRCB,72679
TN,NG,TC,1996,NGTXB,288801
TN,NU,TC,1996,NUETB,240773
TN,PA,AC,1996,PAACB,516445
TN,PA,CC,1996,PACCB,8762
TN,PA,EI,1996,PAEIB,2679
TN,PA,IC,1996,PAICB,92090
TN,PA,RC,1996,PARCB,14502
TN,PA,TC,1996,PATCB,634477
TN,RE,TC,1996,RETCB,175612
TX,CL,AC,1996,CLACB,0
TX,CL,CC,1996,CLCCB,0
TX,CL,EI,1996,CLEIB,1411826
TX,CL,IC,1996,CLICB,73751
TX,CL,RC,1996,CLRCB,0
TX,CL,TC,1996,CLTXB,73751
TX,NG,AC,1996,NGACB,78795
TX,NG,CC,1996,NGCCB,185095
TX,NG,EI,1996,NGEIB,1235134
TX,NG,IC,1996,NGICB,2531930
TX,NG,RC,1996,NGRCB,237724
TX,NG,TC,1996,NGTXB,3033544
TX,NU,TC,1996,NUETB,375656
TX,PA,AC,1996,PAACB,2260002
TX,PA,CC,1996,PACCB,19094
TX,PA,EI,1996,PAEIB,21437
TX,PA,IC,1996,PAICB,3190480
TX,PA,RC,1996,PARCB,8232
TX,PA,TC,1996,PATCB,5499244
TX,RE,TC,1996,RETCB,112104
UT,CL,AC,1996,CLACB,0
UT,CL,CC,1996,CLCCB,1926
UT,CL,EI,1996,CLEIB,317826
UT,CL,IC,1996,CLICB,39969
UT,CL,RC,1996,CLRCB,263
UT,CL,TC,1996,CLTXB,42158
UT,NG,AC,1996,NGACB,4148
UT,NG,CC,1996,NGCCB,30802
UT,NG,EI,1996,NGEIB,4164
UT,NG,IC,1996,NGICB,72285
UT,NG,RC,1996,NGRCB,56659
UT,NG,TC,1996,NGTXB,163895
UT,NU,TC,1996,NUETB,0
UT,PA,AC,1996,PAACB,185691
UT,PA,CC,1996,PACCB,2843
UT,PA,EI,1996,PAEIB,342
UT,PA,IC,1996,PAICB,52298
UT,PA,RC,1996,PARCB,1136
UT,PA,TC,1996,PATCB,242309
UT,RE,TC,1996,RETCB,17235
VA,CL,AC,1996,CLACB,0
VA,CL,CC,1996,CLCCB,8728
VA,CL,EI,1996,CLEIB,326915
VA,CL,IC,1996,CLICB,91870
VA,CL,RC,1996,CLRCB,1190
VA,CL,TC,1996,CLTXB,101788
VA,NG,AC,1996,NGACB,8199
VA,NG,CC,1996,NGCCB,61590
VA,NG,EI,1996,NGEIB,32685
VA,NG,IC,1996,NGICB,88900
VA,NG,RC,1996,NGRCB,79208
VA,NG,TC,1996,NGTXB,237897
VA,NU,TC,1996,NUETB,276085
VA,PA,AC,1996,PAACB,596027
VA,PA,CC,1996,PACCB,27883
VA,PA,EI,1996,PAEIB,10269
VA,PA,IC,1996,PAICB,84126
VA,PA,RC,1996,PARCB,52478
VA,PA,TC,1996,PATCB,770783
VA,RE,TC,1996,RETCB,139571
VT,CL,AC,1996,CLACB,0
VT,CL,CC,1996,CLCCB,37
VT,CL,EI,1996,CLEIB,0
VT,CL,IC,1996,CLICB,0
VT,CL,RC,1996,CLRCB,5
VT,CL,TC,1996,CLTXB,42
VT,NG,AC,1996,NGACB,31
VT,NG,CC,1996,NGCCB,2867
VT,NG,EI,1996,NGEIB,25
VT,NG,IC,1996,NGICB,1982
VT,NG,RC,1996,NGRCB,2561
VT,NG,TC,1996,NGTXB,7441
VT,NU,TC,1996,NUETB,39899
VT,PA,AC,1996,PAACB,51633
VT,PA,CC,1996,PACCB,7158
VT,PA,EI,1996,PAEIB,93
VT,PA,IC,1996,PAICB,6502
VT,PA,RC,1996,PARCB,19201
VT,PA,TC,1996,PATCB,84587
VT,RE,TC,1996,RETCB,21867
WA,CL,AC,1996,CLACB,0
WA,CL,CC,1996,CLCCB,476
WA,CL,EI,1996,CLEIB,87380
WA,CL,IC,1996,CLICB,2980
WA,CL,RC,1996,CLRCB,65
WA,CL,TC,1996,CLTXB,3521
WA,NG,AC,1996,NGACB,7255
WA,NG,CC,1996,NGCCB,49995
WA,NG,EI,1996,NGEIB,42911
WA,NG,IC,1996,NGICB,118641
WA,NG,RC,1996,NGRCB,65107
WA,NG,TC,1996,NGTXB,240997
WA,NU,TC,1996,NUETB,58691
WA,PA,AC,1996,PAACB,615097
WA,PA,CC,1996,PACCB,8369
WA,PA,EI,1996,PAEIB,2116
WA,PA,IC,1996,PAICB,178008
WA,PA,RC,1996,PARCB,17928
WA,PA,TC,1996,PATCB,821518
WA,RE,TC,1996,RETCB,1110151
WI,CL,AC,1996,CLACB,0
WI,CL,CC,1996,CLCCB,2315
WI,CL,EI,1996,CLEIB,411867
WI,CL,IC,1996,CLICB,40098
WI,CL,RC,1996,CLRCB,316
WI,CL,TC,1996,CLTXB,42729
WI,NG,AC,1996,NGACB,4321
WI,NG,CC,1996,NGCCB,95032
WI,NG,EI,1996,NGEIB,7485
WI,NG,IC,1996,NGICB,151455
WI,NG,RC,1996,NGRCB,149809
WI,NG,TC,1996,NGTXB,400617
WI,NU,TC,1996,NUETB,106305
WI,PA,AC,1996,PAACB,390718
WI,PA,CC,1996,PACCB,10706
WI,PA,EI,1996,PAEIB,1734
WI,PA,IC,1996,PAICB,92420
WI,PA,RC,1996,PARCB,52761
WI,PA,TC,1996,PATCB,548339
WI,RE,TC,1996,RETCB,128254
WV,CL,AC,1996,CLACB,0
WV,CL,CC,1996,CLCCB,2368
WV,CL,EI,1996,CLEIB,826711
WV,CL,IC,1996,CLICB,84217
WV,CL,RC,1996,CLRCB,323
WV,CL,TC,1996,CLTXB,86908
WV,NG,AC,1996,NGACB,34546
WV,NG,CC,1996,NGCCB,29738
WV,NG,EI,1996,NGEIB,323
WV,NG,IC,1996,NGICB,60006
WV,NG,RC,1996,NGRCB,39674
WV,NG,TC,1996,NGTXB,163964
WV,NU,TC,1996,NUETB,0
WV,PA,AC,1996,PAACB,128190
WV,PA,CC,1996,PACCB,2247
WV,PA,EI,1996,PAEIB,2054
WV,PA,IC,1996,PAICB,45942
WV,PA,RC,1996,PARCB,7388
WV,PA,TC,1996,PATCB,185820
WV,RE,TC,1996,RETCB,22054
WY,CL,AC,1996,CLACB,0
WY,CL,CC,1996,CLCCB,6109
WY,CL,EI,1996,CLEIB,426959
WY,CL,IC,1996,CLICB,40175
WY,CL,RC,1996,CLRCB,833
WY,CL,TC,1996,CLTXB,47117
WY,NG,AC,1996,NGACB,8644
WY,NG,CC,1996,NGCCB,10314
WY,NG,EI,1996,NGEIB,91
WY,NG,IC,1996,NGICB,74180
WY,NG,RC,1996,NGRCB,14360
WY,NG,TC,1996,NGTXB,107498
WY,NU,TC,1996,NUETB,0
WY,PA,AC,1996,PAACB,87311
WY,PA,CC,1996,PACCB,2360
WY,PA,EI,1996,PAEIB,643
WY,PA,IC,1996,PAICB,40964
WY,PA,RC,1996,PARCB,1610
WY,PA,TC,1996,PATCB,132888
WY,RE,TC,1996,RETCB,14917
AK,CL,AC,1997,CLACB,0
AK,CL,CC,1997,CLCCB,7092
AK,CL,EI,1997,CLEIB,3711
AK,CL,IC,1997,CLICB,39
AK,CL,RC,1997,CLRCB,877
AK,CL,TC,1997,CLTXB,8008
AK,NG,AC,1997,NGACB,4945
AK,NG,CC,1997,NGCCB,26903
AK,NG,EI,1997,NGEIB,33591
AK,NG,IC,1997,NGICB,344811
AK,NG,RC,1997,NGRCB,15143
AK,NG,TC,1997,NGTXB,391802
AK,NU,TC,1997,NUETB,0
AK,PA,AC,1997,PAACB,183644
AK,PA,CC,1997,PACCB,6122
AK,PA,EI,1997,PAEIB,8025
AK,PA,IC,1997,PAICB,47762
AK,PA,RC,1997,PARCB,11076
AK,PA,TC,1997,PATCB,256629
AK,RE,TC,1997,RETCB,15583
AL,CL,AC,1997,CLACB,0
AL,CL,CC,1997,CLCCB,1596
AL,CL,EI,1997,CLEIB,718690
AL,CL,IC,1997,CLICB,146781
AL,CL,RC,1997,CLRCB,197
AL,CL,TC,1997,CLTXB,148574
AL,NG,AC,1997,NGACB,21605
AL,NG,CC,1997,NGCCB,33701
AL,NG,EI,1997,NGEIB,12184
AL,NG,IC,1997,NGICB,219460
AL,NG,RC,1997,NGRCB,50505
AL,NG,TC,1997,NGTXB,325271
AL,NU,TC,1997,NUETB,310336
AL,PA,AC,1997,PAACB,418095
AL,PA,CC,1997,PACCB,7157
AL,PA,EI,1997,PAEIB,1340
AL,PA,IC,1997,PAICB,88296
AL,PA,RC,1997,PARCB,10387
AL,PA,TC,1997,PATCB,525274
AL,RE,TC,1997,RETCB,300020
AR,CL,AC,1997,CLACB,0
AR,CL,CC,1997,CLCCB,1
AR,CL,EI,1997,CLEIB,239806
AR,CL,IC,1997,CLICB,6980
AR,CL,RC,1997,CLRCB,0
AR,CL,TC,1997,CLTXB,6980
AR,NG,AC,1997,NGACB,11812
AR,NG,CC,1997,NGCCB,29852
AR,NG,EI,1997,NGEIB,25425
AR,NG,IC,1997,NGICB,153912
AR,NG,RC,1997,NGRCB,43019
AR,NG,TC,1997,NGTXB,238595
AR,NU,TC,1997,NUETB,149100
AR,PA,AC,1997,PAACB,261360
AR,PA,CC,1997,PACCB,3076
AR,PA,EI,1997,PAEIB,753
AR,PA,IC,1997,PAICB,49339
AR,PA,RC,1997,PARCB,5911
AR,PA,TC,1997,PATCB,320440
AR,RE,TC,1997,RETCB,124045
AZ,CL,AC,1997,CLACB,0
AZ,CL,CC,1997,CLCCB,3
AZ,CL,EI,1997,CLEIB,356152
AZ,CL,IC,1997,CLICB,13716
AZ,CL,RC,1997,CLRCB,0
AZ,CL,TC,1997,CLTXB,13720
AZ,NG,AC,1997,NGACB,19395
AZ,NG,CC,1997,NGCCB,30819
AZ,NG,EI,1997,NGEIB,27060
AZ,NG,IC,1997,NGICB,28550
AZ,NG,RC,1997,NGRCB,31765
AZ,NG,TC,1997,NGTXB,110528
AZ,NU,TC,1997,NUETB,307623
AZ,PA,AC,1997,PAACB,375210
AZ,PA,CC,1997,PACCB,4803
AZ,PA,EI,1997,PAEIB,643
AZ,PA,IC,1997,PAICB,48819
AZ,PA,RC,1997,PARCB,2521
AZ,PA,TC,1997,PATCB,431996
AZ,RE,TC,1997,RETCB,143511
CA,CL,AC,1997,CLACB,0
CA,CL,CC,1997,CLCCB,2232
CA,CL,EI,1997,CLEIB,17965
CA,CL,IC,1997,CLICB,62178
CA,CL,RC,1997,CLRCB,276
CA,CL,TC,1997,CLTXB,64686
CA,NG,AC,1997,NGACB,24434
CA,NG,CC,1997,NGCCB,258267
CA,NG,EI,1997,NGEIB,607929
CA,NG,IC,1997,NGICB,807303
CA,NG,RC,1997,NGRCB,487098
CA,NG,TC,1997,NGTXB,1577102
CA,NU,TC,1997,NUETB,320194
CA,PA,AC,1997,PAACB,2770262
CA,PA,CC,1997,PACCB,20214
CA,PA,EI,1997,PAEIB,18407
CA,PA,IC,1997,PAICB,476650
CA,PA,RC,1997,PARCB,14063
CA,PA,TC,1997,PATCB,3299596
CA,RE,TC,1997,RETCB,767380
CO,CL,AC,1997,CLACB,0
CO,CL,CC,1997,CLCCB,1076
CO,CL,EI,1997,CLEIB,345510
CO,CL,IC,1997,CLICB,15704
CO,CL,RC,1997,CLRCB,133
CO,CL,TC,1997,CLTXB,16913
CO,NG,AC,1997,NGACB,12839
CO,NG,CC,1997,NGCCB,69708
CO,NG,EI,1997,NGEIB,27936
CO,NG,IC,1997,NGICB,91164
CO,NG,RC,1997,NGRCB,116644
CO,NG,TC,1997,NGTXB,290356
CO,NU,TC,1997,NUETB,0
CO,PA,AC,1997,PAACB,313453
CO,PA,CC,1997,PACCB,5636
CO,PA,EI,1997,PAEIB,222
CO,PA,IC,1997,PAICB,55810
CO,PA,RC,1997,PARCB,1671
CO,PA,TC,1997,PATCB,376793
CO,RE,TC,1997,RETCB,38515
CT,CL,AC,1997,CLACB,0
CT,CL,CC,1997,CLCCB,160
CT,CL,EI,1997,CLEIB,44802
CT,CL,IC,1997,CLICB,0
CT,CL,RC,1997,CLRCB,20
CT,CL,TC,1997,CLTXB,180
CT,NG,AC,1997,NGACB,2650
CT,NG,CC,1997,NGCCB,43814
CT,NG,EI,1997,NGEIB,24946
CT,NG,IC,1997,NGICB,35519
CT,NG,RC,1997,NGRCB,41694
CT,NG,TC,1997,NGTXB,123677
CT,NU,TC,1997,NUETB,-1309
CT,PA,AC,1997,PAACB,211340
CT,PA,CC,1997,PACCB,26662
CT,PA,EI,1997,PAEIB,88375
CT,PA,IC,1997,PAICB,21548
CT,PA,RC,1997,PARCB,79781
CT,PA,TC,1997,PATCB,427705
CT,RE,TC,1997,RETCB,51004
DC,CL,AC,1997,CLACB,0
DC,CL,CC,1997,CLCCB,875
DC,CL,EI,1997,CLEIB,0
DC,CL,IC,1997,CLICB,0
DC,CL,RC,1997,CLRCB,108
DC,CL,TC,1997,CLTXB,983
DC,NG,AC,1997,NGACB,297
DC,NG,CC,1997,NGCCB,18390
DC,NG,EI,1997,NGEIB,0
DC,NG,IC,1997,NGICB,0
DC,NG,RC,1997,NGRCB,16138
DC,NG,TC,1997,NGTXB,34826
DC,NU,TC,1997,NUETB,0
DC,PA,AC,1997,PAACB,24571
DC,PA,CC,1997,PACCB,4565
DC,PA,EI,1997,PAEIB,1203
DC,PA,IC,1997,PAICB,693
DC,PA,RC,1997,PARCB,1542
DC,PA,TC,1997,PATCB,32573
DC,RE,TC,1997,RETCB,1378
DE,CL,AC,1997,CLACB,0
DE,CL,CC,1997,CLCCB,134
DE,CL,EI,1997,CLEIB,44046
DE,CL,IC,1997,CLICB,4389
DE,CL,RC,1997,CLRCB,17
DE,CL,TC,1997,CLTXB,4540
DE,NG,AC,1997,NGACB,37
DE,NG,CC,1997,NGCCB,6841
DE,NG,EI,1997,NGEIB,16647
DE,NG,IC,1997,NGICB,15327
DE,NG,RC,1997,NGRCB,9289
DE,NG,TC,1997,NGTXB,31494
DE,NU,TC,1997,NUETB,0
DE,PA,AC,1997,PAACB,64779
DE,PA,CC,1997,PACCB,4553
DE,PA,EI,1997,PAEIB,8964
DE,PA,IC,1997,PAICB,43962
DE,PA,RC,1997,PARCB,9160
DE,PA,TC,1997,PATCB,131417
DE,RE,TC,1997,RETCB,2203
FL,CL,AC,1997,CLACB,0
FL,CL,CC,1997,CLCCB,0
FL,CL,EI,1997,CLEIB,717586
FL,CL,IC,1997,CLICB,33749
FL,CL,RC,1997,CLRCB,0
FL,CL,TC,1997,CLTXB,33749
FL,NG,AC,1997,NGACB,6234
FL,NG,CC,1997,NGCCB,38831
FL,NG,EI,1997,NGEIB,353280
FL,NG,IC,1997,NGICB,134978
FL,NG,RC,1997,NGRCB,13879
FL,NG,TC,1997,NGTXB,193921
FL,NU,TC,1997,NUETB,241023
FL,PA,AC,1997,PAACB,1258008
FL,PA,CC,1997,PACCB,23016
FL,PA,EI,1997,PAEIB,266059
FL,PA,IC,1997,PAICB,97553
FL,PA,RC,1997,PARCB,9749
FL,PA,TC,1997,PATCB,1654385
FL,RE,TC,1997,RETCB,231427
GA,CL,AC,1997,CLACB,0
GA,CL,CC,1997,CLCCB,378
GA,CL,EI,1997,CLEIB,716220
GA,CL,IC,1997,CLICB,51325
GA,CL,RC,1997,CLRCB,47
GA,CL,TC,1997,CLTXB,51749
GA,NG,AC,1997,NGACB,8519
GA,NG,CC,1997,NGCCB,58813
GA,NG,EI,1997,NGEIB,17215
GA,NG,IC,1997,NGICB,179611
GA,NG,RC,1997,NGRCB,117568
GA,NG,TC,1997,NGTXB,364510
GA,NU,TC,1997,NUETB,319170
GA,PA,AC,1997,PAACB,793219
GA,PA,CC,1997,PACCB,13338
GA,PA,EI,1997,PAEIB,3177
GA,PA,IC,1997,PAICB,112375
GA,PA,RC,1997,PARCB,16254
GA,PA,TC,1997,PATCB,938363
GA,RE,TC,1997,RETCB,262479
HI,CL,AC,1997,CLACB,0
HI,CL,CC,1997,CLCCB,0
HI,CL,EI,1997,CLEIB,16778
HI,CL,IC,1997,CLICB,3735
HI,CL,RC,1997,CLRCB,0
HI,CL,TC,1997,CLTXB,3735
HI,NG,AC,1997,NGACB,0
HI,NG,CC,1997,NGCCB,1804
HI,NG,EI,1997,NGEIB,0
HI,NG,IC,1997,NGICB,352
HI,NG,RC,1997,NGRCB,533
HI,NG,TC,1997,NGTXB,2689
HI,NU,TC,1997,NUETB,0
HI,PA,AC,1997,PAACB,117181
HI,PA,CC,1997,PACCB,2967
HI,PA,EI,1997,PAEIB,81754
HI,PA,IC,1997,PAICB,28225
HI,PA,RC,1997,PARCB,340
HI,PA,TC,1997,PATCB,230468
HI,RE,TC,1997,RETCB,22502
IA,CL,AC,1997,CLACB,0
IA,CL,CC,1997,CLCCB,7836
IA,CL,EI,1997,CLEIB,317944
IA,CL,IC,1997,CLICB,64950
IA,CL,RC,1997,CLRCB,968
IA,CL,TC,1997,CLTXB,73754
IA,NG,AC,1997,NGACB,11442
IA,NG,CC,1997,NGCCB,50643
IA,NG,EI,1997,NGEIB,4158
IA,NG,IC,1997,NGICB,108113
IA,NG,RC,1997,NGRCB,82432
IA,NG,TC,1997,NGTXB,252632
IA,NU,TC,1997,NUETB,43541
IA,PA,AC,1997,PAACB,254927
IA,PA,CC,1997,PACCB,6590
IA,PA,EI,1997,PAEIB,1274
IA,PA,IC,1997,PAICB,80075
IA,PA,RC,1997,PARCB,24446
IA,PA,TC,1997,PATCB,367312
IA,RE,TC,1997,RETCB,80058
ID,CL,AC,1997,CLACB,0
ID,CL,CC,1997,CLCCB,609
ID,CL,EI,1997,CLEIB,0
ID,CL,IC,1997,CLICB,5726
ID,CL,RC,1997,CLRCB,75
ID,CL,TC,1997,CLTXB,6410
ID,NG,AC,1997,NGACB,5381
ID,NG,CC,1997,NGCCB,11786
ID,NG,EI,1997,NGEIB,1843
ID,NG,IC,1997,NGICB,36080
ID,NG,RC,1997,NGRCB,15710
ID,NG,TC,1997,NGTXB,68957
ID,NU,TC,1997,NUETB,0
ID,PA,AC,1997,PAACB,109487
ID,PA,CC,1997,PACCB,2788
ID,PA,EI,1997,PAEIB,1
ID,PA,IC,1997,PAICB,30288
ID,PA,RC,1997,PARCB,3975
ID,PA,TC,1997,PATCB,146540
ID,RE,TC,1997,RETCB,179013
IL,CL,AC,1997,CLACB,0
IL,CL,CC,1997,CLCCB,5988
IL,CL,EI,1997,CLEIB,812757
IL,CL,IC,1997,CLICB,155435
IL,CL,RC,1997,CLRCB,740
IL,CL,TC,1997,CLTXB,162163
IL,NG,AC,1997,NGACB,15046
IL,NG,CC,1997,NGCCB,207159
IL,NG,EI,1997,NGEIB,45408
IL,NG,IC,1997,NGICB,324410
IL,NG,RC,1997,NGRCB,507791
IL,NG,TC,1997,NGTXB,1054406
IL,NU,TC,1997,NUETB,535916
IL,PA,AC,1997,PAACB,813916
IL,PA,CC,1997,PACCB,18940
IL,PA,EI,1997,PAEIB,6950
IL,PA,IC,1997,PAICB,320603
IL,PA,RC,1997,PARCB,25149
IL,PA,TC,1997,PATCB,1185557
IL,RE,TC,1997,RETCB,91180
IN,CL,AC,1997,CLACB,0
IN,CL,CC,1997,CLCCB,7812
IN,CL,EI,1997,CLEIB,1143408
IN,CL,IC,1997,CLICB,271284
IN,CL,RC,1997,CLRCB,965
IN,CL,TC,1997,CLTXB,280061
IN,NG,AC,1997,NGACB,11098
IN,NG,CC,1997,NGCCB,82646
IN,NG,EI,1997,NGEIB,4756
IN,NG,IC,1997,NGICB,293278
IN,NG,RC,1997,NGRCB,170987
IN,NG,TC,1997,NGTXB,558009
IN,NU,TC,1997,NUETB,0
IN,PA,AC,1997,PAACB,597659
IN,PA,CC,1997,PACCB,10702
IN,PA,EI,1997,PAEIB,7346
IN,PA,IC,1997,PAICB,179922
IN,PA,RC,1997,PARCB,28786
IN,PA,TC,1997,PATCB,824414
IN,RE,TC,1997,RETCB,47036
KS,CL,AC,1997,CLACB,0
KS,CL,CC,1997,CLCCB,47
KS,CL,EI,1997,CLEIB,307497
KS,CL,IC,1997,CLICB,3357
KS,CL,RC,1997,CLRCB,6
KS,CL,TC,1997,CLTXB,3410
KS,NG,AC,1997,NGACB,39202
KS,NG,CC,1997,NGCCB,41575
KS,NG,EI,1997,NGEIB,25457
KS,NG,IC,1997,NGICB,162764
KS,NG,RC,1997,NGRCB,69571
KS,NG,TC,1997,NGTXB,313112
KS,NU,TC,1997,NUETB,88469
KS,PA,AC,1997,PAACB,231913
KS,PA,CC,1997,PACCB,4563
KS,PA,EI,1997,PAEIB,1511
KS,PA,IC,1997,PAICB,127042
KS,PA,RC,1997,PARCB,9852
KS,PA,TC,1997,PATCB,374880
KS,RE,TC,1997,RETCB,10349
KY,CL,AC,1997,CLACB,0
KY,CL,CC,1997,CLCCB,7331
KY,CL,EI,1997,CLEIB,886738
KY,CL,IC,1997,CLICB,82785
KY,CL,RC,1997,CLRCB,906
KY,CL,TC,1997,CLTXB,91022
KY,NG,AC,1997,NGACB,24052
KY,NG,CC,1997,NGCCB,40570
KY,NG,EI,1997,NGEIB,2238
KY,NG,IC,1997,NGICB,103119
KY,NG,RC,1997,NGRCB,69354
KY,NG,TC,1997,NGTXB,237094
KY,NU,TC,1997,NUETB,0
KY,PA,AC,1997,PAACB,403282
KY,PA,CC,1997,PACCB,8166
KY,PA,EI,1997,PAEIB,1546
